Genomic_position,Tree1,Tree2,Diff_site,Support
1134,-34.73460,-34.75060,0.01600,Tree1
1135,-179.90500,-179.73700,-0.16800,Tree2
1136,-89.06720,-89.03200,-0.03520,Tree2
1137,-225.72501,-225.77200,0.04700,Tree1
1138,-171.28700,-172.12801,0.84100,Tree1
1139,-129.50200,-129.50301,0.00100,Tree1
1140,-180.96300,-180.44800,-0.51500,Tree2
1141,-180.33900,-180.34100,0.00200,Tree1
1142,-148.90199,-148.61900,-0.28300,Tree2
1143,-190.05499,-189.88499,-0.17000,Tree2
1144,-123.07900,-122.73700,-0.34200,Tree2
1145,-130.94000,-130.71800,-0.22200,Tree2
1146,-159.58200,-159.40700,-0.17500,Tree2
1147,-125.06600,-124.98000,-0.08600,Tree2
1148,-157.24400,-157.18100,-0.06300,Tree2
1149,-95.44290,-95.36560,-0.07730,Tree2
1150,-179.67400,-179.43600,-0.23800,Tree2
1151,-132.91100,-132.93100,0.02000,Tree1
1152,-165.02901,-164.97900,-0.05000,Tree2
1153,-165.73900,-165.89200,0.15300,Tree1
1154,-166.21400,-166.13400,-0.08000,Tree2
1155,-84.62380,-84.63560,0.01180,Tree1
1156,-149.43900,-150.05400,0.61500,Tree1
1157,-208.21100,-208.17200,-0.03900,Tree2
1158,-118.31100,-118.23200,-0.07900,Tree2
1159,-156.64200,-156.77600,0.13400,Tree1
1160,-57.16600,-57.14390,-0.02210,Tree2
1161,-130.87000,-130.84200,-0.02800,Tree2
1162,-140.42400,-140.27200,-0.15200,Tree2
1163,-159.24600,-159.25301,0.00700,Tree1
1164,-93.39670,-93.44270,0.04600,Tree1
1165,-97.47360,-97.51330,0.03970,Tree1
1166,-88.16350,-88.22150,0.05800,Tree1
1167,-121.84100,-120.76500,-1.07600,Tree2
1168,-94.98340,-94.99360,0.01020,Tree1
1169,-36.36330,-36.36360,0.00030,Tree1
1170,-175.71800,-176.51801,0.80000,Tree1
1171,-158.67700,-158.59900,-0.07800,Tree2
1172,-164.87100,-164.89999,0.02900,Tree1
1173,-92.30480,-92.31770,0.01290,Tree1
1174,-187.31799,-187.46400,0.14600,Tree1
1175,-95.19620,-95.27990,0.08370,Tree1
1176,-174.83099,-174.84200,0.01100,Tree1
1177,-100.01900,-99.38670,-0.63230,Tree2
1178,-126.22000,-125.98800,-0.23200,Tree2
1179,-142.87801,-142.53799,-0.34000,Tree2
1180,-117.52300,-117.53900,0.01600,Tree1
1181,-140.53101,-141.95599,1.42500,Tree1
1182,-96.28320,-96.29470,0.01150,Tree1
1183,-104.38200,-104.37600,-0.00600,Tree2
1184,-124.97100,-124.96100,-0.01000,Tree2
1185,-164.72400,-164.74899,0.02500,Tree1
1186,-89.11760,-89.11310,-0.00450,Tree2
1187,-135.98300,-135.93500,-0.04800,Tree2
1188,-62.73320,-62.70520,-0.02800,Tree2
1189,-129.25600,-129.27200,0.01600,Tree1
1190,-8.90429,-8.93940,0.03511,Tree1
1191,-109.96600,-109.97100,0.00500,Tree1
1192,-108.09000,-108.03400,-0.05600,Tree2
1193,-59.16540,-59.16540,0.00000,Tree1
1194,-93.84260,-94.32010,0.47750,Tree1
1195,-9.14880,-9.18058,0.03178,Tree1
1196,-144.46300,-144.47099,0.00800,Tree1
1197,-121.19600,-121.89300,0.69700,Tree1
1198,-9.14880,-9.18058,0.03178,Tree1
1199,-126.28000,-126.26600,-0.01400,Tree2
1200,-109.43900,-109.39400,-0.04500,Tree2
1201,-88.76820,-88.75090,-0.01730,Tree2
1202,-59.31150,-59.29250,-0.01900,Tree2
1203,-87.82020,-88.07080,0.25060,Tree1
1204,-95.20940,-94.84140,-0.36800,Tree2
1205,-30.63000,-30.62930,-0.00070,Tree2
1206,-110.80400,-110.73700,-0.06700,Tree2
1207,-125.63900,-125.66400,0.02500,Tree1
1208,-74.57230,-76.43260,1.86030,Tree1
1209,-125.31000,-125.34500,0.03500,Tree1
1210,-120.09600,-119.99300,-0.10300,Tree2
1211,-176.31400,-176.19701,-0.11700,Tree2
1212,-46.74000,-46.73150,-0.00850,Tree2
1213,-149.50900,-149.72900,0.22000,Tree1
1214,-9.14880,-9.18058,0.03178,Tree1
1215,-160.17999,-160.20100,0.02100,Tree1
1216,-133.00400,-132.99001,-0.01400,Tree2
1217,-9.14880,-9.18058,0.03178,Tree1
1218,-88.74730,-88.71880,-0.02850,Tree2
1219,-150.81400,-150.69200,-0.12200,Tree2
1220,-146.71800,-146.65100,-0.06700,Tree2
1221,-56.64060,-56.64040,-0.00020,Tree2
1222,-83.91650,-83.78370,-0.13280,Tree2
1223,-149.28999,-149.28999,0.00000,Tree1
1224,-38.17820,-38.18170,0.00350,Tree1
1225,-116.96100,-116.97500,0.01400,Tree1
1226,-21.48810,-21.50970,0.02160,Tree1
1227,-32.37830,-32.38240,0.00410,Tree1
1228,-79.68200,-79.68840,0.00640,Tree1
1229,-92.79660,-92.77470,-0.02190,Tree2
1230,-173.24699,-173.55299,0.30600,Tree1
1231,-81.60130,-81.59180,-0.00950,Tree2
1232,-165.00101,-164.96899,-0.03200,Tree2
1233,-105.27400,-104.71400,-0.56000,Tree2
1234,-122.92400,-122.68300,-0.24100,Tree2
1235,-109.07800,-109.09600,0.01800,Tree1
1236,-146.47099,-146.60699,0.13600,Tree1
1237,-110.30000,-110.50200,0.20200,Tree1
1238,-132.89900,-132.91800,0.01900,Tree1
1239,-135.40900,-135.43201,0.02300,Tree1
1240,-113.88100,-114.22900,0.34800,Tree1
1241,-27.69150,-27.72690,0.03540,Tree1
1242,-81.63300,-81.65700,0.02400,Tree1
1243,-152.33400,-152.88901,0.55500,Tree1
1244,-35.01700,-35.02550,0.00850,Tree1
1245,-99.76030,-99.69600,-0.06430,Tree2
1246,-145.56400,-145.43700,-0.12700,Tree2
1247,-124.62200,-124.59000,-0.03200,Tree2
1248,-149.80701,-149.84100,0.03400,Tree1
1249,-128.87100,-128.83501,-0.03600,Tree2
1250,-56.88970,-56.91330,0.02360,Tree1
1251,-7.95126,-7.95275,0.00149,Tree1
1252,-88.23860,-88.23460,-0.00400,Tree2
1253,-134.60899,-134.69299,0.08400,Tree1
1254,-7.95126,-7.95275,0.00149,Tree1
1255,-128.91200,-128.87801,-0.03400,Tree2
1256,-128.44299,-130.25900,1.81600,Tree1
1257,-42.11000,-42.48240,0.37240,Tree1
1258,-94.59410,-94.58900,-0.00510,Tree2
1259,-191.69099,-191.83600,0.14500,Tree1
1260,-75.82000,-75.80960,-0.01040,Tree2
1261,-138.06599,-137.97000,-0.09600,Tree2
1262,-48.21480,-48.19060,-0.02420,Tree2
1263,-130.16400,-130.00800,-0.15600,Tree2
1264,-142.57300,-142.62300,0.05000,Tree1
1265,-79.10840,-79.14400,0.03560,Tree1
1266,-70.54550,-70.51080,-0.03470,Tree2
1267,-154.32100,-154.34900,0.02800,Tree1
1268,-64.41260,-64.45660,0.04400,Tree1
1269,-81.64930,-81.68270,0.03340,Tree1
1270,-139.95799,-139.88400,-0.07400,Tree2
1271,-83.66110,-83.69680,0.03570,Tree1
1272,-157.63300,-157.13200,-0.50100,Tree2
1273,-120.15500,-120.11800,-0.03700,Tree2
1274,-111.28500,-110.90800,-0.37700,Tree2
1275,-146.52200,-145.10300,-1.41900,Tree2
1276,-46.31880,-46.31830,-0.00050,Tree2
1277,-116.28300,-116.39400,0.11100,Tree1
1278,-16.50650,-16.50870,0.00220,Tree1
1279,-43.12660,-43.07340,-0.05320,Tree2
1280,-92.58620,-92.55670,-0.02950,Tree2
1281,-135.55400,-134.85800,-0.69600,Tree2
1282,-65.23560,-65.24180,0.00620,Tree1
1283,-104.49400,-104.53100,0.03700,Tree1
1284,-134.44099,-134.39700,-0.04400,Tree2
1285,-157.25400,-157.19400,-0.06000,Tree2
1286,-12.82650,-12.82840,0.00190,Tree1
1287,-61.60190,-61.60970,0.00780,Tree1
1288,-27.55690,-27.56320,0.00630,Tree1
1289,-53.75740,-53.40090,-0.35650,Tree2
1290,-143.10800,-143.02000,-0.08800,Tree2
1291,-76.49960,-73.43510,-3.06450,Tree2
1292,-64.60340,-64.61730,0.01390,Tree1
1293,-48.78150,-48.71960,-0.06190,Tree2
1294,-110.99400,-110.56900,-0.42500,Tree2
1295,-85.53550,-85.35550,-0.18000,Tree2
1296,-90.79090,-90.76270,-0.02820,Tree2
1297,-77.82070,-78.23680,0.41610,Tree1
1298,-117.55900,-117.10300,-0.45600,Tree2
1299,-97.73310,-97.75600,0.02290,Tree1
1300,-18.52450,-18.53090,0.00640,Tree1
1301,-86.87330,-86.66340,-0.20990,Tree2
1302,-76.98220,-76.98210,-0.00010,Tree2
1303,-30.71790,-30.72070,0.00280,Tree1
1304,-55.23810,-55.21980,-0.01830,Tree2
1305,-134.88600,-133.71201,-1.17400,Tree2
1306,-138.52800,-138.52499,-0.00300,Tree2
1307,-66.12740,-66.12620,-0.00120,Tree2
1308,-115.92200,-115.69900,-0.22300,Tree2
1309,-128.76401,-128.83000,0.06600,Tree1
1310,-136.77499,-136.66200,-0.11300,Tree2
1311,-13.95270,-13.95840,0.00570,Tree1
1312,-171.46400,-172.14799,0.68400,Tree1
1313,-169.02699,-168.75301,-0.27400,Tree2
1314,-13.95270,-13.95840,0.00570,Tree1
1315,-122.18300,-122.20800,0.02500,Tree1
1316,-128.94901,-126.75300,-2.19600,Tree2
1317,-151.44000,-151.11200,-0.32800,Tree2
1318,-171.27499,-170.74699,-0.52800,Tree2
1319,-197.98900,-197.92799,-0.06100,Tree2
1320,-147.77800,-147.73100,-0.04700,Tree2
1321,-196.42900,-194.95100,-1.47800,Tree2
1322,-141.47501,-141.43800,-0.03700,Tree2
1323,-158.12000,-158.09399,-0.02600,Tree2
1324,-13.46720,-13.47180,0.00460,Tree1
1325,-123.22300,-123.19100,-0.03200,Tree2
1326,-70.73400,-70.71530,-0.01870,Tree2
1327,-80.67820,-80.64810,-0.03010,Tree2
1328,-102.48800,-102.49800,0.01000,Tree1
1329,-41.02500,-41.01680,-0.00820,Tree2
1330,-113.86400,-114.14700,0.28300,Tree1
1331,-132.92400,-132.82700,-0.09700,Tree2
1332,-114.27300,-114.48300,0.21000,Tree1
1333,-53.60320,-53.63950,0.03630,Tree1
1334,-127.07100,-125.95000,-1.12100,Tree2
1335,-53.21400,-53.23910,0.02510,Tree1
1336,-10.44310,-10.44160,-0.00150,Tree2
1337,-13.67250,-13.67700,0.00450,Tree1
1338,-88.79420,-88.82370,0.02950,Tree1
1339,-56.95990,-57.02770,0.06780,Tree1
1340,-137.11800,-139.35899,2.24100,Tree1
1341,-5.23268,-5.23678,0.00410,Tree1
1342,-63.54420,-63.52060,-0.02360,Tree2
1343,-110.31300,-109.34100,-0.97200,Tree2
1344,-99.44200,-99.84120,0.39920,Tree1
1345,-112.66800,-113.09700,0.42900,Tree1
1346,-113.60800,-116.40000,2.79200,Tree1
1347,-105.35500,-105.27100,-0.08400,Tree2
1348,-15.04490,-15.04680,0.00190,Tree1
1349,-93.19010,-93.16140,-0.02870,Tree2
1350,-114.44000,-114.44800,0.00800,Tree1
1351,-15.35950,-15.36140,0.00190,Tree1
1352,-54.78310,-54.81530,0.03220,Tree1
1353,-16.84870,-16.85470,0.00600,Tree1
1354,-15.41020,-15.41200,0.00180,Tree1
1355,-20.05960,-20.05560,-0.00400,Tree2
1356,-110.10900,-110.18700,0.07800,Tree1
1357,-153.25600,-153.48900,0.23300,Tree1
1358,-82.53020,-82.53590,0.00570,Tree1
1359,-93.31850,-93.32000,0.00150,Tree1
1360,-66.20070,-66.66700,0.46630,Tree1
1361,-142.92599,-142.95100,0.02500,Tree1
1362,-112.22200,-112.66900,0.44700,Tree1
1363,-85.89180,-85.85100,-0.04080,Tree2
1364,-127.81300,-128.26801,0.45500,Tree1
1365,-162.05499,-162.02600,-0.02900,Tree2
1366,-14.07320,-14.07500,0.00180,Tree1
1367,-63.62050,-63.62860,0.00810,Tree1
1368,-115.35900,-115.46700,0.10800,Tree1
1369,-6.38201,-6.38522,0.00321,Tree1
1370,-17.42800,-17.42120,-0.00680,Tree2
1371,-63.95250,-63.97470,0.02220,Tree1
1372,-98.43200,-98.53670,0.10470,Tree1
1373,-108.62200,-108.55100,-0.07100,Tree2
1374,-141.41701,-141.95500,0.53800,Tree1
1375,-80.77540,-80.92840,0.15300,Tree1
1376,-150.44299,-150.21600,-0.22700,Tree2
1377,-34.91610,-34.91100,-0.00510,Tree2
1378,-139.78101,-140.08501,0.30400,Tree1
1379,-49.71310,-49.70720,-0.00590,Tree2
1380,-144.28000,-144.25200,-0.02800,Tree2
1381,-14.08440,-14.08700,0.00260,Tree1
1382,-152.22400,-152.20200,-0.02200,Tree2
1383,-163.63699,-163.65199,0.01500,Tree1
1384,-66.59410,-66.59220,-0.00190,Tree2
1385,-114.91500,-114.87800,-0.03700,Tree2
1386,-149.33701,-149.48500,0.14800,Tree1
1387,-128.02901,-127.96800,-0.06100,Tree2
1388,-92.64060,-92.65830,0.01770,Tree1
1389,-125.31600,-125.36100,0.04500,Tree1
1390,-146.85899,-146.87000,0.01100,Tree1
1391,-151.76401,-151.84300,0.07900,Tree1
1392,-89.17030,-88.92210,-0.24820,Tree2
1393,-156.12199,-156.42999,0.30800,Tree1
1394,-17.54360,-17.55420,0.01060,Tree1
1395,-166.65601,-166.75500,0.09900,Tree1
1396,-70.38710,-70.28380,-0.10330,Tree2
1397,-159.22301,-159.83299,0.61000,Tree1
1398,-102.93900,-102.99900,0.06000,Tree1
1399,-74.28550,-74.20220,-0.08330,Tree2
1400,-20.49050,-20.45390,-0.03660,Tree2
1401,-176.61099,-176.55499,-0.05600,Tree2
1402,-113.35700,-113.48000,0.12300,Tree1
1403,-101.55300,-101.59400,0.04100,Tree1
1404,-166.43401,-166.42999,-0.00400,Tree2
1405,-50.99220,-50.89140,-0.10080,Tree2
1406,-196.82700,-196.78999,-0.03700,Tree2
1407,-130.02200,-130.00700,-0.01500,Tree2
1408,-54.64630,-54.54880,-0.09750,Tree2
1409,-137.51500,-137.50999,-0.00500,Tree2
1410,-92.64840,-92.49700,-0.15140,Tree2
1411,-34.09070,-34.14310,0.05240,Tree1
1412,-171.82401,-171.79201,-0.03200,Tree2
1413,-135.76100,-135.71201,-0.04900,Tree2
1414,-137.04500,-136.82001,-0.22500,Tree2
1415,-121.66400,-121.68500,0.02100,Tree1
1416,-145.13300,-145.27400,0.14100,Tree1
1417,-152.55099,-152.46800,-0.08300,Tree2
1418,-160.33200,-161.40199,1.07000,Tree1
1419,-82.61860,-82.77860,0.16000,Tree1
1420,-153.62700,-153.88600,0.25900,Tree1
1421,-150.54800,-150.54100,-0.00700,Tree2
1422,-81.08940,-80.94260,-0.14680,Tree2
1423,-144.38300,-144.05701,-0.32600,Tree2
1424,-189.27200,-189.19600,-0.07600,Tree2
1425,-38.60090,-38.64480,0.04390,Tree1
1426,-103.93800,-104.00500,0.06700,Tree1
1427,-153.21400,-153.19200,-0.02200,Tree2
1428,-28.63610,-28.62290,-0.01320,Tree2
1429,-134.27200,-134.62100,0.34900,Tree1
1430,-71.76350,-71.68990,-0.07360,Tree2
1431,-173.35400,-173.62700,0.27300,Tree1
1432,-105.66000,-105.64700,-0.01300,Tree2
1433,-102.86100,-102.85100,-0.01000,Tree2
1434,-93.13880,-93.19580,0.05700,Tree1
1435,-109.72200,-108.84400,-0.87800,Tree2
1436,-170.80800,-170.71001,-0.09800,Tree2
1437,-129.27600,-126.19800,-3.07800,Tree2
1438,-139.22400,-139.04700,-0.17700,Tree2
1439,-60.19940,-57.00180,-3.19760,Tree2
1440,-108.68900,-105.90300,-2.78600,Tree2
1441,-36.53690,-36.58380,0.04690,Tree1
1442,-75.70750,-75.54400,-0.16350,Tree2
1443,-108.29500,-108.34700,0.05200,Tree1
1444,-84.04470,-83.96220,-0.08250,Tree2
1445,-52.81970,-53.39250,0.57280,Tree1
1446,-96.47670,-94.90880,-1.56790,Tree2
1447,-7.52942,-7.47751,-0.05191,Tree2
1448,-130.77100,-130.69200,-0.07900,Tree2
1449,-80.40360,-80.59340,0.18980,Tree1
1450,-29.32860,-29.37720,0.04860,Tree1
1451,-200.81599,-200.87199,0.05600,Tree1
1452,-67.98050,-67.84540,-0.13510,Tree2
1453,-163.14000,-163.10500,-0.03500,Tree2
1454,-82.46500,-82.49090,0.02590,Tree1
1455,-144.53400,-144.62399,0.09000,Tree1
1456,-96.35970,-96.33630,-0.02340,Tree2
1457,-49.14210,-49.12150,-0.02060,Tree2
1458,-144.12700,-143.85201,-0.27500,Tree2
1459,-110.21800,-110.23900,0.02100,Tree1
1460,-84.91610,-84.99110,0.07500,Tree1
1461,-140.30701,-140.33000,0.02300,Tree1
1462,-73.81450,-72.93070,-0.88380,Tree2
1463,-172.04300,-171.99500,-0.04800,Tree2
1464,-96.30900,-96.34250,0.03350,Tree1
1465,-179.63300,-180.00500,0.37200,Tree1
1466,-128.49400,-128.54300,0.04900,Tree1
1467,-112.76600,-112.83100,0.06500,Tree1
1468,-152.05800,-151.67700,-0.38100,Tree2
1469,-129.48000,-129.55400,0.07400,Tree1
1470,-232.37601,-231.98399,-0.39200,Tree2
1471,-32.83140,-32.91100,0.07960,Tree1
1472,-177.10201,-176.90800,-0.19400,Tree2
1473,-100.99300,-99.17150,-1.82150,Tree2
1474,-114.16800,-116.86300,2.69500,Tree1
1475,-117.03400,-114.75800,-2.27600,Tree2
1476,-127.72500,-124.79800,-2.92700,Tree2
1477,-101.29900,-101.36000,0.06100,Tree1
1478,-96.89390,-96.88300,-0.01090,Tree2
1479,-10.72730,-10.62090,-0.10640,Tree2
1480,-67.53840,-66.57650,-0.96190,Tree2
1481,-143.31100,-143.22701,-0.08400,Tree2
1482,-158.66200,-158.60400,-0.05800,Tree2
1483,-147.12500,-147.12300,-0.00200,Tree2
1484,-155.39799,-155.64301,0.24500,Tree1
1485,-145.95000,-146.74100,0.79100,Tree1
1486,-52.75220,-52.72860,-0.02360,Tree2
1487,-112.75300,-114.12900,1.37600,Tree1
1488,-154.58400,-154.51300,-0.07100,Tree2
1489,-94.25860,-98.09990,3.84130,Tree1
1490,-83.61850,-84.11070,0.49220,Tree1
1491,-116.59600,-116.50100,-0.09500,Tree2
1492,-146.02600,-144.39000,-1.63600,Tree2
1493,-70.97690,-70.74990,-0.22700,Tree2
1494,-151.39000,-151.16299,-0.22700,Tree2
1495,-72.56490,-70.41490,-2.15000,Tree2
1496,-57.87440,-57.86770,-0.00670,Tree2
1497,-157.75400,-157.80800,0.05400,Tree1
1498,-78.70230,-78.55270,-0.14960,Tree2
1499,-17.26480,-17.27180,0.00700,Tree1
1500,-70.44900,-70.49170,0.04270,Tree1
1501,-118.71500,-118.75500,0.04000,Tree1
1502,-170.64200,-168.17900,-2.46300,Tree2
1503,-164.85100,-164.85500,0.00400,Tree1
1504,-208.79500,-208.74200,-0.05300,Tree2
1505,-207.48900,-207.25400,-0.23500,Tree2
1506,-99.93550,-100.01100,0.07550,Tree1
1507,-127.78700,-128.00101,0.21400,Tree1
1508,-30.72320,-30.73640,0.01320,Tree1
1509,-59.35850,-59.35180,-0.00670,Tree2
1510,-81.18360,-81.24490,0.06130,Tree1
1511,-154.72000,-154.60300,-0.11700,Tree2
1512,-83.46820,-83.69550,0.22730,Tree1
1513,-146.93500,-147.06599,0.13100,Tree1
1514,-42.61200,-42.60190,-0.01010,Tree2
1515,-70.26740,-70.05680,-0.21060,Tree2
1516,-161.33299,-161.53500,0.20200,Tree1
1517,-99.73530,-99.74950,0.01420,Tree1
1518,-140.96899,-140.77600,-0.19300,Tree2
1519,-172.06000,-171.41400,-0.64600,Tree2
1520,-43.92620,-43.93540,0.00920,Tree1
1521,-169.87300,-169.98500,0.11200,Tree1
1522,-113.56200,-113.16000,-0.40200,Tree2
1523,-85.95480,-86.24580,0.29100,Tree1
1524,-150.18600,-150.22301,0.03700,Tree1
1525,-192.09500,-192.32700,0.23200,Tree1
1526,-149.42900,-149.40100,-0.02800,Tree2
1527,-168.18500,-169.14000,0.95500,Tree1
1528,-120.47300,-120.54800,0.07500,Tree1
1529,-207.28900,-207.48100,0.19200,Tree1
1530,-142.23199,-142.34300,0.11100,Tree1
1531,-83.26630,-83.26520,-0.00110,Tree2
1532,-143.45200,-143.78799,0.33600,Tree1
1533,-147.08900,-147.02800,-0.06100,Tree2
1534,-41.79810,-41.79770,-0.00040,Tree2
1535,-62.25990,-62.26440,0.00450,Tree1
1536,-117.27200,-117.55800,0.28600,Tree1
1537,-215.22301,-215.21300,-0.01000,Tree2
1538,-12.21960,-12.24490,0.02530,Tree1
1539,-162.19400,-162.19600,0.00200,Tree1
1540,-105.15600,-105.80300,0.64700,Tree1
1541,-105.76800,-105.72200,-0.04600,Tree2
1542,-130.36700,-131.47600,1.10900,Tree1
1543,-168.85201,-169.62399,0.77200,Tree1
1544,-151.42200,-151.35500,-0.06700,Tree2
1545,-183.14301,-183.02699,-0.11600,Tree2
1546,-176.48900,-176.47301,-0.01600,Tree2
1547,-79.30530,-79.21380,-0.09150,Tree2
1548,-51.48320,-51.45000,-0.03320,Tree2
1549,-50.23680,-50.21050,-0.02630,Tree2
1550,-156.21400,-155.93500,-0.27900,Tree2
1551,-113.81300,-114.12100,0.30800,Tree1
1552,-92.20390,-92.21500,0.01110,Tree1
1553,-158.01401,-157.99300,-0.02100,Tree2
1554,-165.52400,-166.00800,0.48400,Tree1
1555,-153.68600,-153.64101,-0.04500,Tree2
1556,-162.24699,-162.24699,0.00000,Tree1
1557,-153.00600,-152.58900,-0.41700,Tree2
1558,-158.83900,-158.98300,0.14400,Tree1
1559,-116.34700,-116.28200,-0.06500,Tree2
1560,-138.83299,-138.75400,-0.07900,Tree2
1561,-117.21800,-117.04100,-0.17700,Tree2
1562,-43.07160,-43.08650,0.01490,Tree1
1563,-143.16200,-143.23000,0.06800,Tree1
1564,-150.97099,-150.78400,-0.18700,Tree2
1565,-51.59790,-51.57910,-0.01880,Tree2
1566,-140.63000,-140.85300,0.22300,Tree1
1567,-118.23100,-118.19000,-0.04100,Tree2
1568,-48.89710,-49.25760,0.36050,Tree1
1569,-115.84700,-115.80900,-0.03800,Tree2
1570,-73.82670,-73.79330,-0.03340,Tree2
1571,-69.21560,-69.17170,-0.04390,Tree2
1572,-144.37700,-144.31000,-0.06700,Tree2
1573,-102.81500,-102.82200,0.00700,Tree1
1574,-84.97490,-85.17460,0.19970,Tree1
1575,-111.63600,-111.78600,0.15000,Tree1
1576,-26.49990,-26.52630,0.02640,Tree1
1577,-58.21550,-58.17080,-0.04470,Tree2
1578,-108.02100,-107.97000,-0.05100,Tree2
1579,-64.32590,-64.33840,0.01250,Tree1
1580,-73.90800,-73.88930,-0.01870,Tree2
1581,-63.89910,-66.08160,2.18250,Tree1
1582,-51.75670,-51.72970,-0.02700,Tree2
1583,-45.70620,-45.70450,-0.00170,Tree2
1584,-107.92400,-107.95700,0.03300,Tree1
1585,-81.96930,-82.01490,0.04560,Tree1
1586,-68.93590,-68.89630,-0.03960,Tree2
1587,-148.62500,-148.37100,-0.25400,Tree2
1588,-35.09530,-35.13700,0.04170,Tree1
1589,-104.39900,-104.38700,-0.01200,Tree2
1590,-149.87801,-149.92999,0.05200,Tree1
1591,-52.07570,-52.07850,0.00280,Tree1
1592,-154.72301,-154.84500,0.12200,Tree1
1593,-72.27800,-72.24130,-0.03670,Tree2
1594,-153.97000,-153.75301,-0.21700,Tree2
1595,-57.57240,-57.55370,-0.01870,Tree2
1596,-73.56430,-73.54180,-0.02250,Tree2
1597,-31.66520,-31.69130,0.02610,Tree1
1598,-22.30970,-22.33870,0.02900,Tree1
1599,-14.73950,-14.75780,0.01830,Tree1
1600,-35.47090,-35.46800,-0.00290,Tree2
1601,-20.68860,-20.71550,0.02690,Tree1
1602,-124.85700,-124.78100,-0.07600,Tree2
1603,-15.12200,-15.13610,0.01410,Tree1
1604,-123.19500,-123.19600,0.00100,Tree1
1605,-116.75600,-116.86100,0.10500,Tree1
1606,-27.94030,-27.96210,0.02180,Tree1
1607,-68.28500,-68.27420,-0.01080,Tree2
1608,-92.08800,-92.16190,0.07390,Tree1
1609,-48.37790,-48.37740,-0.00050,Tree2
1610,-108.48600,-109.48800,1.00200,Tree1
1611,-116.41800,-116.44500,0.02700,Tree1
1612,-14.10920,-14.12620,0.01700,Tree1
1613,-90.18490,-90.22000,0.03510,Tree1
1614,-95.06160,-95.05030,-0.01130,Tree2
1615,-106.17900,-106.13200,-0.04700,Tree2
1616,-52.01170,-52.04130,0.02960,Tree1
1617,-151.20700,-151.15700,-0.05000,Tree2
1618,-107.86400,-107.90000,0.03600,Tree1
1619,-124.33800,-124.31400,-0.02400,Tree2
1620,-115.79600,-115.87800,0.08200,Tree1
1621,-7.37745,-7.40363,0.02618,Tree1
1622,-129.14999,-129.23900,0.08900,Tree1
1623,-68.91080,-68.98870,0.07790,Tree1
1624,-52.26530,-52.30840,0.04310,Tree1
1625,-108.75700,-108.70200,-0.05500,Tree2
1626,-72.14350,-72.45460,0.31110,Tree1
1627,-123.01600,-122.95000,-0.06600,Tree2
1628,-174.93600,-174.92599,-0.01000,Tree2
1629,-99.18220,-99.18660,0.00440,Tree1
1630,-91.09090,-93.84840,2.75750,Tree1
1631,-44.94430,-44.85350,-0.09080,Tree2
1632,-90.19810,-90.16780,-0.03030,Tree2
1633,-91.63130,-92.42850,0.79720,Tree1
1634,-76.74060,-77.15840,0.41780,Tree1
1635,-6.99250,-7.01226,0.01976,Tree1
1636,-131.76700,-131.71001,-0.05700,Tree2
1637,-27.46760,-27.48900,0.02140,Tree1
1638,-65.68000,-65.80180,0.12180,Tree1
1639,-104.33800,-104.32900,-0.00900,Tree2
1640,-128.40700,-128.28700,-0.12000,Tree2
1641,-54.60930,-54.66370,0.05440,Tree1
1642,-57.17070,-57.09080,-0.07990,Tree2
1643,-143.97600,-143.90300,-0.07300,Tree2
1644,-102.15500,-102.07600,-0.07900,Tree2
1645,-119.80800,-119.98100,0.17300,Tree1
1646,-95.14260,-95.09040,-0.05220,Tree2
1647,-128.22301,-128.19099,-0.03200,Tree2
1648,-148.55299,-149.26100,0.70800,Tree1
1649,-94.92310,-95.42040,0.49730,Tree1
1650,-81.05370,-81.88990,0.83620,Tree1
1651,-108.54900,-108.92800,0.37900,Tree1
1652,-69.10710,-69.18040,0.07330,Tree1
1653,-15.65380,-15.66080,0.00700,Tree1
1654,-124.53700,-124.15300,-0.38400,Tree2
1655,-6.97735,-6.98193,0.00458,Tree1
1656,-21.10970,-21.11360,0.00390,Tree1
1657,-73.93960,-73.97790,0.03830,Tree1
1658,-130.31000,-130.33600,0.02600,Tree1
1659,-101.28400,-101.27900,-0.00500,Tree2
1660,-74.31810,-74.29980,-0.01830,Tree2
1661,-94.93980,-94.90650,-0.03330,Tree2
1662,-139.79300,-139.70000,-0.09300,Tree2
1663,-130.57899,-130.65401,0.07500,Tree1
1664,-140.49400,-140.72400,0.23000,Tree1
1665,-118.82000,-120.45400,1.63400,Tree1
1666,-152.77699,-152.65401,-0.12300,Tree2
1667,-111.88700,-111.82500,-0.06200,Tree2
1668,-168.92400,-168.81000,-0.11400,Tree2
1669,-179.06100,-179.11301,0.05200,Tree1
1670,-144.65601,-144.35500,-0.30100,Tree2
1671,-176.20700,-176.05099,-0.15600,Tree2
1672,-174.26100,-174.33701,0.07600,Tree1
1673,-47.48560,-47.47950,-0.00610,Tree2
1674,-162.09300,-162.54300,0.45000,Tree1
1675,-61.44140,-61.45830,0.01690,Tree1
1676,-79.65200,-79.68390,0.03190,Tree1
1677,-191.43100,-191.51500,0.08400,Tree1
1678,-12.46230,-12.44580,-0.01650,Tree2
1679,-127.05300,-126.72100,-0.33200,Tree2
1680,-42.81830,-42.81740,-0.00090,Tree2
1681,-141.19600,-141.11600,-0.08000,Tree2
